Product,City,Stock_Level,Category,ds,yhat,yhat_lower,yhat_upper,Reorder_Point
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-02,4598.860161117998,4510.779547544208,4673.251149116237,5058.746177229798
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-03,5601.901097255164,5507.0507289987545,5684.410082615707,6162.091206980681
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-04,8156.572013690111,8055.411843014657,8246.642793616063,8972.229215059122
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-05,2615.62536183045,2506.265497909359,2712.0394718970465,2877.187898013495
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-06,3500.913985798189,3384.6165184384045,3604.392459476153,3851.0053843780083
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-07,6709.806745493948,6587.038750981035,6819.777416720707,7380.787420043343
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-08,4879.510308537465,4750.224855438236,4996.023508214232,5367.461339391211
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-09,1478.749299716778,1342.8841724346037,1601.4513888634954,1626.624229688456
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-10,2048.0261181247606,1900.9132170448595,2178.9596368104344,2252.828729937237
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-11,4233.390488888615,4073.718983928483,4370.828348135768,4656.729537777477
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-14,2168.6321355468435,1989.8044973321475,2331.2643619817063,2385.495349101528
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-15,319.386046338773,130.27226174809417,491.6730588599093,351.3246509726503
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-18,206.57393838150935,-10.98803269904658,402.8711096928159,227.23133221966032
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-28,1084.0653634047194,770.611745752302,1379.3896708823936,1192.4718997451914
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-29,334.5558016741893,12.134771840107272,635.9124898252854,368.0113818416083
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-01,3265.958042174588,2906.4081962683326,3595.8513385724696,3592.5538463920475
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-03,485.0222345629295,106.13679415769764,837.260442294035,533.5244580192225
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-04,4677.74207730156,4291.509755928899,5040.40824543107,5145.5162850317165
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-05,3834.374820775599,3437.0014906150373,4211.466102709229,4217.812302853159
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-06,1402.7423193502573,992.9263432236778,1793.9345344783053,1543.0165512852832
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-07,2903.120600052667,2479.562655329882,3305.1404149399154,3193.4326600579343
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-08,5962.554181266016,5534.016979478706,6378.598343354843,6558.809599392618
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-09,927.8207677285618,487.2852048134951,1356.0180348650606,1020.6028445014181
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-10,2315.0992085094103,1864.890113427347,2749.5078620821387,2546.6091293603517
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-11,6016.478014314138,5552.876032916994,6462.076431203464,6618.125815745552
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-12,4664.359303895983,4190.1481906817935,5125.383933280614,5130.795234285582
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-13,1723.208223059134,1240.8149218162746,2204.302431438401,1895.5290453650475
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-14,2729.867312543024,2239.652577235428,3229.290666862443,3002.854043797327
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-15,5327.364432179759,4818.919357771019,5838.249007034721,5860.100875397736
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-17,909.4871443468298,375.0836895413826,1441.5516107789915,1000.4358587815129
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-18,4327.178305545822,3782.217858349867,4869.591405791173,4759.896136100404
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-19,2771.97542342442,2215.4559039050105,3322.2960020423525,3049.1729657668625
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-21,696.3563580761636,115.01806019332676,1254.1202188643174,765.99199388378
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-22,3360.256624549926,2769.9181862149567,3924.129617188408,3696.282287004919
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-25,3071.716901286469,2428.236846885107,3688.6704471662265,3378.888591415116
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-26,1898.1742357681987,1233.208546207143,2526.7866723786665,2087.991659345019
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-28,729.5046886448665,38.757136128574,1382.298734162513,802.4551575093533
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-29,3887.77012929816,3180.715246965462,4552.210637952607,4276.547142227976
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-01,850.6336241571748,116.42042339583746,1541.5292306289975,935.6969865728923
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-02,5039.924050415796,4289.871065963792,5756.912420698761,5543.916455457376
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-03,4274.431991044409,3506.403018697015,4998.8594083983135,4701.87519014885
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-04,1996.468666632782,1214.2462595086884,2728.140530305895,2196.11553329606
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-05,3717.635886979737,2920.887311088788,4456.5521969734245,4089.399475677711
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-06,7053.391974563991,6243.649392799935,7802.712222137365,7758.731172020392
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-07,2336.3627771604174,1521.3058031772682,3097.28684075021,2569.9990548764595
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-08,4066.441131378506,3243.448489442486,4846.002007228139,4473.085244516356
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-09,8117.799922927751,7280.841360646667,8924.035118017793,8929.579915220527
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-10,7103.85917878842,6254.054227551394,7930.821180494372,7814.245096667262
LG Refrigerator,Addis Ababa,111,Electronics,2024-01-04,268.32842710330584,268.3284268077897,268.32842739403304,295.16126981363647
LG Refrigerator,Addis Ababa,111,Electronics,2024-01-05,118.58695934728668,118.5869590636992,118.58695961771522,130.44565528201537
LG Refrigerator,Addis Ababa,111,Electronics,2024-01-31,452.6886054232431,452.6886051454914,452.68860569681374,497.95746596556745
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-01,291.729628357753,291.72962808223787,291.72962863328405,320.9025911935283
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-08,410.3719804547361,410.3719801692647,410.3719807374551,451.40917850020975
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-09,292.8553767979997,292.85537650604067,292.8553770658245,322.1409144777997
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-11,1379.1830795302442,1379.1830792124783,1379.1830798814308,1517.1013874832688
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-12,2502.5237235914697,2502.5237232590457,2502.5237239647217,2752.7760959506168
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-14,312.36106069215043,312.3610602857745,312.36106117503687,343.5971667613655
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-18,700.6169250326657,700.6169242491367,700.6169261482498,770.6786175359323
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-19,1732.3827913496002,1732.3827903959686,1732.382792568718,1905.6210704845603
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-26,641.4966168599424,641.4966144646836,641.4966196144744,705.6462785459366
LG Refrigerator,Addis Ababa,111,Electronics,2024-03-11,225.32489720783175,225.3248907717488,225.3249041767999,247.85738692861494
LG Refrigerator,Addis Ababa,111,Electronics,2024-03-18,508.7195025812862,508.719493607714,508.71951236947575,559.5914528394148
LG Refrigerator,Addis Ababa,111,Electronics,2024-04-22,310.50108059169315,310.5010561758264,310.5011059114164,341.5511886508625
LG Refrigerator,Addis Ababa,111,Electronics,2024-04-29,852.0552112841651,852.0551832018475,852.0552401640409,937.2607324125817
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-01-22,645.459860504932,645.4598602056651,645.4598607860576,710.0058465554253
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-02-11,391.9695591450818,391.96955886546095,391.969559436997,431.16651505959004
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-02-13,2135.466511340332,2135.466511048986,2135.466511637956,2349.0131624743653
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-05,1973.964342730804,1973.9643391483612,1973.96434637184,2171.360777003885
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-06,456.0773848577667,456.0773810372153,456.07738858907805,501.6851233435434
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-08,2740.716926186371,2740.7169214254145,2740.716930573154,3014.7886188050084
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-09,560.3925931260155,560.3925880635438,560.3925977941643,616.4318524386172
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-10,4179.818749157471,4179.818743682106,4179.818754311135,4597.800624073218
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-11,4380.568362727847,4380.568356868484,4380.568368072472,4818.625199000632
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-12,9244.346684474138,9244.346678253713,9244.34669023299,10168.781352921553
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-13,7541.333495615194,7541.333489052462,7541.333501751711,8295.466845176714
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-14,5673.279134021216,5673.27912724003,5673.279140565095,6240.607047423338
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-15,9072.660649998874,9072.660642710654,9072.66065694382,9979.926714998763
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-16,6337.103099970338,6337.103092565968,6337.103107276158,6970.8134099673725
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-17,9295.028561834,9295.028553828724,9295.028569551036,10224.531418017401
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-18,8740.39241345881,8740.392405123126,8740.392421408182,9614.431654804692
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-19,12769.190176417336,12769.190167687377,12769.190184849564,14046.10919405907
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-20,10167.473588259923,10167.473579193946,10167.473596989104,11184.220947085916
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-21,7354.08399119348,7354.083981580206,7354.084000211679,8089.492390312828
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-22,9779.418334583366,9779.41832487699,9779.418344051306,10757.360168041703
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-23,6059.442432363351,6059.442422376671,6059.4424420578425,6665.386675599687
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-24,8040.924129367209,8040.924118783038,8040.924139602886,8845.01654230393
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-25,6535.75616783785,6535.756156965259,6535.756178452599,7189.331784621635
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-26,9657.062219211426,9657.062207876235,9657.062230243497,10622.76844113257
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-27,6206.834559628697,6206.834547734354,6206.834570920773,6827.518015591568
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-28,2618.3206905894604,2618.3206784140825,2618.3207021428902,2880.1527596484066
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-29,4354.482577270069,4354.482564604229,4354.482589162992,4789.930834997076
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-31,1535.0500280372098,1535.0500145515937,1535.0500406203814,1688.5550308409308
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-04-02,2508.8179568662254,2508.817942825083,2508.8179704331974,2759.699752552848
Yoga Mat,Bahir Dar,278,Office Supplies,2024-02-04,401.170355597164,401.1703554448313,401.1703557598166,441.28739115688046
Yoga Mat,Bahir Dar,278,Office Supplies,2024-02-10,1403.0511622371123,1403.0511589438058,1403.051165387163,1543.3562784608237
Vitamix Blender,Hawassa,418,Beauty,2024-01-22,433.9371325516804,433.9371321751713,433.93713291991713,477.33084580684846
Vitamix Blender,Hawassa,418,Beauty,2024-02-28,757.986589953844,757.9865859570336,757.986594197488,833.7852489492285
Vitamix Blender,Hawassa,418,Beauty,2024-03-01,2165.5674349065994,2165.5674301591184,2165.5674398150754,2382.1241783972596
Vitamix Blender,Hawassa,418,Beauty,2024-03-03,1552.9527919083346,1552.952786533103,1552.9527974829914,1708.248071099168
Vitamix Blender,Hawassa,418,Beauty,2024-03-04,1980.7625240353796,1980.762518311406,1980.76253004301,2178.8387764389176
Vitamix Blender,Hawassa,418,Beauty,2024-03-05,1376.281924586754,1376.2819186581,1376.281930910135,1513.9101170454296
Vitamix Blender,Hawassa,418,Beauty,2024-03-06,3160.048608296546,3160.0486018627184,3160.048614796733,3476.0534691262005
Vitamix Blender,Hawassa,418,Beauty,2024-03-07,2391.097894706804,2391.0978880225784,2391.097901769517,2630.207684177484
Vitamix Blender,Hawassa,418,Beauty,2024-03-08,4066.717387698829,4066.7173807194977,4066.71739487562,4473.389126468713
Vitamix Blender,Hawassa,418,Beauty,2024-03-09,1935.7462257032676,1935.7462185746977,1935.746233571052,2129.3208482735945
Vitamix Blender,Hawassa,418,Beauty,2024-03-10,2770.08215949204,2770.082151945828,2770.08216762902,3047.0903754412443
Vitamix Blender,Hawassa,418,Beauty,2024-03-11,2807.672021881386,2807.6720139705453,2807.67203032462,3088.439224069525
Vitamix Blender,Hawassa,418,Beauty,2024-03-12,1793.7140413384436,1793.7140329063204,1793.7140499392888,1973.0854454722883
Vitamix Blender,Hawassa,418,Beauty,2024-03-13,3159.1954369043706,3159.1954280592427,3159.1954462431127,3475.114980594808
Vitamix Blender,Hawassa,418,Beauty,2024-03-14,1973.8930262369647,1973.893017088556,1973.893036138308,2171.2823288606614
Vitamix Blender,Hawassa,418,Beauty,2024-03-15,3245.8331112675987,3245.833101545284,3245.8331217623927,3570.416422394359
Vitamix Blender,Hawassa,418,Beauty,2024-03-16,734.2947383948263,734.2947282312841,734.2947491841862,807.724212234309
Vitamix Blender,Hawassa,418,Beauty,2024-03-17,1221.027938143547,1221.027927381209,1221.027949535968,1343.1307319579018
Vitamix Blender,Hawassa,418,Beauty,2024-03-18,952.970776486012,952.9707654203602,952.9707880942196,1048.2678541346133
Vitamix Blender,Hawassa,418,Beauty,2024-03-20,849.2565255286709,849.2565135067586,849.2565381870354,934.182178081538
Vitamix Blender,Hawassa,418,Beauty,2024-03-22,724.6830628147601,724.6830500658112,724.6830761604538,797.1513690962362
Vitamix Blender,Hawassa,418,Beauty,2024-04-05,715.6557618022763,715.6557418345799,715.6557828588419,787.221337982504
Vitamix Blender,Hawassa,418,Beauty,2024-04-08,459.2805658301805,459.2805440827658,459.28058835052906,505.20862241319855
Vitamix Blender,Hawassa,418,Beauty,2024-04-10,1760.4133593122335,1760.413336127082,1760.4133830384335,1936.454695243457
Vitamix Blender,Hawassa,418,Beauty,2024-04-11,1097.4064197979635,1097.4063958626873,1097.4064435126193,1207.14706177776
Vitamix Blender,Hawassa,418,Beauty,2024-04-12,2905.014348506877,2905.014323954642,2905.014373680421,3195.515783357565
Vitamix Blender,Hawassa,418,Beauty,2024-04-13,928.5100221057378,928.509996815941,928.5100476698528,1021.3610243163116
Vitamix Blender,Hawassa,418,Beauty,2024-04-14,1935.85928447273,1935.8592590064604,1935.8593104217896,2129.445212920003
Vitamix Blender,Hawassa,418,Beauty,2024-04-15,2160.808714864439,2160.808688829052,2160.808741638399,2376.8895863508833
Vitamix Blender,Hawassa,418,Beauty,2024-04-16,1344.1901491615672,1344.1901227282754,1344.1901763164467,1478.609164077724
Vitamix Blender,Hawassa,418,Beauty,2024-04-17,2912.562821465631,2912.5627938990046,2912.562849239632,3203.8191036121943
Vitamix Blender,Hawassa,418,Beauty,2024-04-18,1931.318239683484,1931.3182119277287,1931.318268127444,2124.450063651833
Vitamix Blender,Hawassa,418,Beauty,2024-04-19,3404.241462713844,3404.241434245319,3404.241491820014,3744.665608985229
Vitamix Blender,Hawassa,418,Beauty,2024-04-20,1086.6103687060536,1086.610339039957,1086.6103985590378,1195.271405576659
Vitamix Blender,Hawassa,418,Beauty,2024-04-21,1756.5021673564756,1756.5021374459827,1756.502197622637,1932.1523840921234
Vitamix Blender,Hawassa,418,Beauty,2024-04-22,1657.5888538347613,1657.5888232710622,1657.588884598675,1823.3477392182376
Vitamix Blender,Hawassa,418,Beauty,2024-04-23,540.156041428947,540.1560104652009,540.1560727555191,594.1716455718417
Vitamix Blender,Hawassa,418,Beauty,2024-04-24,1839.474268102306,1839.47423677469,1839.4743003229864,2023.4216949125369
Vitamix Blender,Hawassa,418,Beauty,2024-04-25,628.6556682106868,628.6556359333923,628.6557010474704,691.5212350317555
Vitamix Blender,Hawassa,418,Beauty,2024-04-26,1917.9967796999035,1917.996747193916,1917.9968133205637,2109.796457669894
Vitamix Blender,Hawassa,418,Beauty,2024-05-03,663.2582736041657,663.2582359376952,663.258311693402,729.5841009645823
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-06,441.6414296278324,441.6414296079073,441.6414296478,485.80557259061567
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-07,2772.77225101775,2772.772250998665,2772.7722510362846,3050.0494761195255
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-10,2002.965652406947,2002.9656523814467,2002.965652430806,2203.2622176476416
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-14,1793.721693211091,1793.721693139986,1793.7216932527,1973.0938625322003
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-17,515.8567702025962,515.8567698871725,515.8567703744986,567.4424472228559
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-01-28,357.94009451657337,357.940094238395,357.9400947798764,393.7341039682307
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-06,496.9084874781728,496.9084872002732,496.9084877596459,546.5993362259901
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-09,488.7885699414732,488.7885696663974,488.7885702290161,537.6674269356206
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-10,2429.683880522902,2429.683880254563,2429.6838808063058,2672.6522685751925
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-11,3096.2449906025145,3096.2449902974217,3096.2449909108827,3405.8694896627662
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-12,5002.343576133983,5002.343575789896,5002.343576491548,5502.577933747382
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-13,3429.169345987242,3429.1693456037437,3429.169346404082,3772.0862805859665
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-14,3127.292636297592,3127.292635819605,3127.2926368404715,3440.021899927351
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-16,3667.2043464123176,3667.204345656344,3667.204347130667,4033.92478105355
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-17,5569.295601003497,5569.2955999232745,5569.295602000101,6126.225161103847
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-18,6133.160866688831,6133.160865371245,6133.160867925614,6746.4769533577155
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-19,7872.436439663013,7872.436437799215,7872.436441171036,8659.680083629315
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-20,6069.32614210249,6069.326139861447,6069.326143930994,6676.258756312739
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-21,5476.6456668835135,5476.645664262647,5476.645668999598,6024.310233571865
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-22,1248.813816847234,1248.813813760342,1248.8138194033934,1373.6951985319574
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-23,5267.2093155701805,5267.2093120267255,5267.209318507368,5793.930247127199
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-24,6720.913830712193,6720.913826633467,6720.913833917946,7393.005213783413
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-25,6795.651016932217,6795.651012516845,6795.651020795077,7475.21611862544
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-26,8012.407838369832,8012.407833461835,8012.407842664666,8813.648622206816
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-27,5661.422550229969,5661.422544821145,5661.422554879299,6227.564805252966
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-28,4504.086216430384,4504.086210407125,4504.08622168152,4954.494838073423
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-03-01,3151.096996220172,3151.096989303628,3151.0970025737524,3466.2066958421897
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-03-02,4044.390837578085,4044.3908298256415,4044.390844362657,4448.829921335894
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-03-03,3578.5992085802745,3578.5992004558184,3578.5992157053797,3936.459129438302
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-03-04,4283.695581948316,4283.695573212672,4283.69558957336,4712.065140143149
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-03-05,1458.5372484728914,1458.5372391555447,1458.5372565418747,1604.3909733201806
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-06,2585.5204458113594,2585.520413250008,2585.520475654311,2844.0724903924956
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-07,3752.589899082097,3752.589865298436,3752.5899299645534,4127.848888990307
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-08,6094.100721522625,6094.100686603409,6094.100752824873,6703.510793674887
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-09,4884.504244437591,4884.504208758927,4884.504276926928,5372.954668881351
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-10,4868.645714953085,4868.645678564674,4868.645748339149,5355.510286448394
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-11,1192.874248326209,1192.8742112802584,1192.8742826318207,1312.16167315883
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-12,5730.533390166533,5730.533351930293,5730.533425640884,6303.586729183186
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-13,7662.850330293788,7662.850291222284,7662.850366745077,8429.135363323167
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-14,8168.030354432582,8168.030314186297,8168.030391356737,8984.833389875841
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-15,9760.039025947834,9760.038984867097,9760.039064137058,10736.042928542618
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-16,7722.752263284206,7722.752220751404,7722.752302204839,8495.027489612627
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-17,6812.016646002991,6812.016602183305,6812.016685723613,7493.218310603291
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-18,2186.641320004049,2186.641275795986,2186.641360376472,2405.305452004454
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-19,5733.73837326703,5733.738327237471,5733.738415015296,6307.112210593733
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-20,6649.430552191606,6649.430505215468,6649.4305949418895,7314.373607410767
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-21,6127.734482159443,6127.734435042714,6127.734525836871,6740.507930375388
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-22,6699.1042333708165,6699.1041852285225,6699.104278176802,7369.014656707899
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-23,3664.31851637612,3664.318467106376,3664.318561989492,4030.7503680137324
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-04-24,1796.2577110837312,1796.257661088246,1796.257757904944,1975.8834821921046
Philips Hue Smart Bulbs,Bahir Dar,49,Electronics,2024-01-05,890.8168219503959,890.816821643379,890.8168222784329,979.8985041454356
Philips Hue Smart Bulbs,Bahir Dar,49,Electronics,2024-01-08,279.9054721143666,279.9054717851883,279.90547246517065,307.8960193258033
Philips Hue Smart Bulbs,Bahir Dar,49,Electronics,2024-01-12,323.29830891078154,323.2983085849433,323.2983092438448,355.62813980185973
Philips Hue Smart Bulbs,Bahir Dar,49,Electronics,2024-01-16,483.8330603665531,483.8330600266297,483.8330606700293,532.2163664032084
