Product,City,Stock_Level,Category,ds,yhat,yhat_lower,yhat_upper,Week,Reorder_Point,Reorder_Point_Weekly
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-02-23,6509.30815729413,6471.138111006108,6534.77658296902,8,7160.238973023544,76830.81963389719
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-02-24,4042.233500104572,3997.399451765808,4071.986086027588,8,4446.45685011503,76830.81963389719
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-02-25,5538.690126438977,5487.509572386473,5573.904833599264,8,6092.559139082875,76830.81963389719
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-02-26,8620.363151730402,8564.447941488766,8661.373256270392,9,9482.399466903444,96470.79194401114
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-02-27,3627.030366249379,3562.979088183364,3673.610757857065,9,3989.733402874317,96470.79194401114
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-02-28,5066.505580895672,4995.311196123191,5117.176621659576,9,5573.1561389852395,96470.79194401114
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-02-29,8821.469182058912,8743.913942194216,8880.16144740243,9,9703.616100264804,96470.79194401114
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-01,7514.230435242991,7431.621273248149,7580.16420167561,9,8265.65347876729,96470.79194401114
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-02,4598.860161117998,4510.779547544208,4673.251149116237,9,5058.746177229798,96470.79194401114
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-03,5601.901097255164,5507.0507289987545,5684.410082615707,9,6162.091206980681,96470.79194401114
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-04,8156.572013690111,8055.411843014657,8246.642793616063,10,8972.229215059122,64656.24843302174
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-05,2615.62536183045,2506.265497909359,2712.0394718970465,10,2877.187898013495,64656.24843302174
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-06,3500.913985798189,3384.6165184384045,3604.392459476153,10,3851.0053843780083,64656.24843302174
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-07,6709.806745493948,6587.038750981035,6819.777416720707,10,7380.787420043343,64656.24843302174
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-08,4879.510308537465,4750.224855438236,4996.023508214232,10,5367.461339391211,64656.24843302174
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-09,1478.749299716778,1342.8841724346037,1601.4513888634954,10,1626.624229688456,64656.24843302174
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-10,2048.0261181247606,1900.9132170448595,2178.9596368104344,10,2252.828729937237,64656.24843302174
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-11,4233.390488888615,4073.718983928483,4370.828348135768,11,4656.729537777477,-2327.5433872937783
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-14,2168.6321355468435,1989.8044973321475,2331.2643619817063,11,2385.495349101528,-2327.5433872937783
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-15,319.386046338773,130.27226174809417,491.6730588599093,11,351.3246509726503,-2327.5433872937783
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-18,206.57393838150935,-10.98803269904658,402.8711096928159,12,227.23133221966032,-42252.87819308778
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-28,1084.0653634047194,770.611745752302,1379.3896708823936,13,1192.4718997451914,-18935.136368071937
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-03-29,334.5558016741893,12.134771840107272,635.9124898252854,13,368.0113818416083,-18935.136368071937
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-01,3265.958042174588,2906.4081962683326,3595.8513385724696,14,3592.5538463920475,33459.77059669266
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-03,485.0222345629295,106.13679415769764,837.260442294035,14,533.5244580192225,33459.77059669266
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-04,4677.74207730156,4291.509755928899,5040.40824543107,14,5145.5162850317165,33459.77059669266
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-05,3834.374820775599,3437.0014906150373,4211.466102709229,14,4217.812302853159,33459.77059669266
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-06,1402.7423193502573,992.9263432236778,1793.9345344783053,14,1543.0165512852832,33459.77059669266
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-07,2903.120600052667,2479.562655329882,3305.1404149399154,14,3193.4326600579343,33459.77059669266
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-08,5962.554181266016,5534.016979478706,6378.598343354843,15,6558.809599392618,53546.6514248958
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-09,927.8207677285618,487.2852048134951,1356.0180348650606,15,1020.6028445014181,53546.6514248958
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-10,2315.0992085094103,1864.890113427347,2749.5078620821387,15,2546.6091293603517,53546.6514248958
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-11,6016.478014314138,5552.876032916994,6462.076431203464,15,6618.125815745552,53546.6514248958
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-12,4664.359303895983,4190.1481906817935,5125.383933280614,15,5130.795234285582,53546.6514248958
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-13,1723.208223059134,1240.8149218162746,2204.302431438401,15,1895.5290453650475,53546.6514248958
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-14,2729.867312543024,2239.652577235428,3229.290666862443,15,3002.854043797327,53546.6514248958
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-15,5327.364432179759,4818.919357771019,5838.249007034721,16,5860.100875397736,29974.127719516215
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-17,909.4871443468298,375.0836895413826,1441.5516107789915,16,1000.4358587815129,29974.127719516215
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-18,4327.178305545822,3782.217858349867,4869.591405791173,16,4759.896136100404,29974.127719516215
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-19,2771.97542342442,2215.4559039050105,3322.2960020423525,16,3049.1729657668625,29974.127719516215
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-21,696.3563580761636,115.01806019332676,1254.1202188643174,16,765.99199388378,29974.127719516215
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-22,3360.256624549926,2769.9181862149567,3924.129617188408,17,3696.282287004919,12626.107011806673
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-25,3071.716901286469,2428.236846885107,3688.6704471662265,17,3378.888591415116,12626.107011806673
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-26,1898.1742357681987,1233.208546207143,2526.7866723786665,17,2087.991659345019,12626.107011806673
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-28,729.5046886448665,38.757136128574,1382.298734162513,17,802.4551575093533,12626.107011806673
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-04-29,3887.77012929816,3180.715246965462,4552.210637952607,18,4276.547142227976,41490.75283204498
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-01,850.6336241571748,116.42042339583746,1541.5292306289975,18,935.6969865728923,41490.75283204498
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-02,5039.924050415796,4289.871065963792,5756.912420698761,18,5543.916455457376,41490.75283204498
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-03,4274.431991044409,3506.403018697015,4998.8594083983135,18,4701.87519014885,41490.75283204498
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-04,1996.468666632782,1214.2462595086884,2728.140530305895,18,2196.11553329606,41490.75283204498
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-05,3717.635886979737,2920.887311088788,4456.5521969734245,18,4089.399475677711,41490.75283204498
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-06,7053.391974563991,6243.649392799935,7802.712222137365,19,7758.731172020392,63091.28096660199
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-07,2336.3627771604174,1521.3058031772682,3097.28684075021,19,2569.9990548764595,63091.28096660199
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-08,4066.441131378506,3243.448489442486,4846.002007228139,19,4473.085244516356,63091.28096660199
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-09,8117.799922927751,7280.841360646667,8924.035118017793,19,8929.579915220527,63091.28096660199
Samsung Smartwatch,Dire Dawa,20,Electronics,2024-05-10,7103.85917878842,6254.054227551394,7930.821180494372,19,7814.245096667262,63091.28096660199
LG Refrigerator,Addis Ababa,111,Electronics,2024-01-04,268.32842710330584,268.3284268077897,268.32842739403304,1,295.16126981363647,425.60692509565183
LG Refrigerator,Addis Ababa,111,Electronics,2024-01-05,118.58695934728668,118.5869590636992,118.58695961771522,1,130.44565528201537,425.60692509565183
LG Refrigerator,Addis Ababa,111,Electronics,2024-01-31,452.6886054232431,452.6886051454914,452.68860569681374,5,497.95746596556745,818.8600571590957
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-01,291.729628357753,291.72962808223787,291.72962863328405,5,320.9025911935283,818.8600571590957
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-08,410.3719804547361,410.3719801692647,410.3719807374551,6,451.40917850020975,2085.5290978368475
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-09,292.8553767979997,292.85537650604067,292.8553770658245,6,322.1409144777997,2085.5290978368475
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-11,1379.1830795302442,1379.1830792124783,1379.1830798814308,6,1517.1013874832688,2085.5290978368475
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-12,2502.5237235914697,2502.5237232590457,2502.5237239647217,7,2752.7760959506168,1752.0021451733528
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-14,312.36106069215043,312.3610602857745,312.36106117503687,7,343.5971667613655,1752.0021451733528
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-18,700.6169250326657,700.6169242491367,700.6169261482498,7,770.6786175359323,1752.0021451733528
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-19,1732.3827913496002,1732.3827903959686,1732.382792568718,8,1905.6210704845603,-5681.233754269769
LG Refrigerator,Addis Ababa,111,Electronics,2024-02-26,641.4966168599424,641.4966144646836,641.4966196144744,9,705.6462785459366,-12951.075358191858
LG Refrigerator,Addis Ababa,111,Electronics,2024-03-11,225.32489720783175,225.3248907717488,225.3249041767999,11,247.85738692861494,-12418.106080205052
LG Refrigerator,Addis Ababa,111,Electronics,2024-03-18,508.7195025812862,508.719493607714,508.71951236947575,12,559.5914528394148,-12591.893290853119
LG Refrigerator,Addis Ababa,111,Electronics,2024-04-22,310.50108059169315,310.5010561758264,310.5011059114164,17,341.5511886508625,-10063.263014320542
LG Refrigerator,Addis Ababa,111,Electronics,2024-04-29,852.0552112841651,852.0551832018475,852.0552401640409,18,937.2607324125817,-12342.595988259784
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-01-22,645.459860504932,645.4598602056651,645.4598607860576,4,710.0058465554253,710.0058465554253
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-02-11,391.9695591450818,391.96955886546095,391.969559436997,6,431.16651505959004,485.17966892373727
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-02-13,2135.466511340332,2135.466511048986,2135.466511637956,7,2349.0131624743653,-19731.89167359598
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-05,1973.964342730804,1973.9643391483612,1973.96434637184,10,2171.360777003885,6457.528313804936
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-06,456.0773848577667,456.0773810372153,456.07738858907805,10,501.6851233435434,6457.528313804936
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-08,2740.716926186371,2740.7169214254145,2740.716930573154,10,3014.7886188050084,6457.528313804936
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-09,560.3925931260155,560.3925880635438,560.3925977941643,10,616.4318524386172,6457.528313804936
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-10,4179.818749157471,4179.818743682106,4179.818754311135,10,4597.800624073218,6457.528313804936
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-11,4380.568362727847,4380.568356868484,4380.568368072472,11,4818.625199000632,56698.75198750578
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-12,9244.346684474138,9244.346678253713,9244.34669023299,11,10168.781352921553,56698.75198750578
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-13,7541.333495615194,7541.333489052462,7541.333501751711,11,8295.466845176714,56698.75198750578
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-14,5673.279134021216,5673.27912724003,5673.279140565095,11,6240.607047423338,56698.75198750578
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-15,9072.660649998874,9072.660642710654,9072.66065694382,11,9979.926714998763,56698.75198750578
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-16,6337.103099970338,6337.103092565968,6337.103107276158,11,6970.8134099673725,56698.75198750578
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-17,9295.028561834,9295.028553828724,9295.028569551036,11,10224.531418017401,56698.75198750578
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-18,8740.39241345881,8740.392405123126,8740.392421408182,12,9614.431654804692,69202.01757220783
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-19,12769.190176417336,12769.190167687377,12769.190184849564,12,14046.10919405907,69202.01757220783
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-20,10167.473588259923,10167.473579193946,10167.473596989104,12,11184.220947085916,69202.01757220783
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-21,7354.08399119348,7354.083981580206,7354.084000211679,12,8089.492390312828,69202.01757220783
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-22,9779.418334583366,9779.41832487699,9779.418344051306,12,10757.360168041703,69202.01757220783
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-23,6059.442432363351,6059.442422376671,6059.4424420578425,12,6665.386675599687,69202.01757220783
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-24,8040.924129367209,8040.924118783038,8040.924139602886,12,8845.01654230393,69202.01757220783
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-25,6535.75616783785,6535.756156965259,6535.756178452599,13,7189.331784621635,34044.182381113664
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-26,9657.062219211426,9657.062207876235,9657.062230243497,13,10622.76844113257,34044.182381113664
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-27,6206.834559628697,6206.834547734354,6206.834570920773,13,6827.518015591568,34044.182381113664
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-28,2618.3206905894604,2618.3206784140825,2618.3207021428902,13,2880.1527596484066,34044.182381113664
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-29,4354.482577270069,4354.482564604229,4354.482589162992,13,4789.930834997076,34044.182381113664
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-03-31,1535.0500280372098,1535.0500145515937,1535.0500406203814,13,1688.5550308409308,34044.182381113664
Canon EOS R5 Camera,Addis Ababa,166,Electronics,2024-04-02,2508.8179568662254,2508.817942825083,2508.8179704331974,14,2759.699752552848,-20808.67889959785
Yoga Mat,Bahir Dar,278,Office Supplies,2024-02-04,401.170355597164,401.1703554448313,401.1703557598166,5,441.28739115688046,441.28739115688046
Yoga Mat,Bahir Dar,278,Office Supplies,2024-02-10,1403.0511622371123,1403.0511589438058,1403.051165387163,6,1543.3562784608237,-12272.80719006538
Vitamix Blender,Hawassa,418,Beauty,2024-01-22,433.9371325516804,433.9371321751713,433.93713291991713,4,477.33084580684846,477.33084580684846
Vitamix Blender,Hawassa,418,Beauty,2024-02-28,757.986589953844,757.9865859570336,757.986594197488,9,833.7852489492285,3479.4210461578878
Vitamix Blender,Hawassa,418,Beauty,2024-03-01,2165.5674349065994,2165.5674301591184,2165.5674398150754,9,2382.1241783972596,3479.4210461578878
Vitamix Blender,Hawassa,418,Beauty,2024-03-03,1552.9527919083346,1552.952786533103,1552.9527974829914,9,1708.248071099168,3479.4210461578878
Vitamix Blender,Hawassa,418,Beauty,2024-03-04,1980.7625240353796,1980.762518311406,1980.76253004301,10,2178.8387764389176,19448.810396971585
Vitamix Blender,Hawassa,418,Beauty,2024-03-05,1376.281924586754,1376.2819186581,1376.281930910135,10,1513.9101170454296,19448.810396971585
Vitamix Blender,Hawassa,418,Beauty,2024-03-06,3160.048608296546,3160.0486018627184,3160.048614796733,10,3476.0534691262005,19448.810396971585
Vitamix Blender,Hawassa,418,Beauty,2024-03-07,2391.097894706804,2391.0978880225784,2391.097901769517,10,2630.207684177484,19448.810396971585
Vitamix Blender,Hawassa,418,Beauty,2024-03-08,4066.717387698829,4066.7173807194977,4066.71739487562,10,4473.389126468713,19448.810396971585
Vitamix Blender,Hawassa,418,Beauty,2024-03-09,1935.7462257032676,1935.7462185746977,1935.746233571052,10,2129.3208482735945,19448.810396971585
Vitamix Blender,Hawassa,418,Beauty,2024-03-10,2770.08215949204,2770.082151945828,2770.08216762902,10,3047.0903754412443,19448.810396971585
Vitamix Blender,Hawassa,418,Beauty,2024-03-11,2807.672021881386,2807.6720139705453,2807.67203032462,11,3088.439224069525,16429.19334558385
Vitamix Blender,Hawassa,418,Beauty,2024-03-12,1793.7140413384436,1793.7140329063204,1793.7140499392888,11,1973.0854454722883,16429.19334558385
Vitamix Blender,Hawassa,418,Beauty,2024-03-13,3159.1954369043706,3159.1954280592427,3159.1954462431127,11,3475.114980594808,16429.19334558385
Vitamix Blender,Hawassa,418,Beauty,2024-03-14,1973.8930262369647,1973.893017088556,1973.893036138308,11,2171.2823288606614,16429.19334558385
Vitamix Blender,Hawassa,418,Beauty,2024-03-15,3245.8331112675987,3245.833101545284,3245.8331217623927,11,3570.416422394359,16429.19334558385
Vitamix Blender,Hawassa,418,Beauty,2024-03-16,734.2947383948263,734.2947282312841,734.2947491841862,11,807.724212234309,16429.19334558385
Vitamix Blender,Hawassa,418,Beauty,2024-03-17,1221.027938143547,1221.027927381209,1221.027949535968,11,1343.1307319579018,16429.19334558385
Vitamix Blender,Hawassa,418,Beauty,2024-03-18,952.970776486012,952.9707654203602,952.9707880942196,12,1048.2678541346133,-1435.4611088362744
Vitamix Blender,Hawassa,418,Beauty,2024-03-20,849.2565255286709,849.2565135067586,849.2565381870354,12,934.182178081538,-1435.4611088362744
Vitamix Blender,Hawassa,418,Beauty,2024-03-22,724.6830628147601,724.6830500658112,724.6830761604538,12,797.1513690962362,-1435.4611088362744
Vitamix Blender,Hawassa,418,Beauty,2024-04-05,715.6557618022763,715.6557418345799,715.6557828588419,14,787.221337982504,-6426.855412296179
Vitamix Blender,Hawassa,418,Beauty,2024-04-08,459.2805658301805,459.2805440827658,459.28058835052906,15,505.20862241319855,9884.976470028232
Vitamix Blender,Hawassa,418,Beauty,2024-04-10,1760.4133593122335,1760.413336127082,1760.4133830384335,15,1936.454695243457,9884.976470028232
Vitamix Blender,Hawassa,418,Beauty,2024-04-11,1097.4064197979635,1097.4063958626873,1097.4064435126193,15,1207.14706177776,9884.976470028232
Vitamix Blender,Hawassa,418,Beauty,2024-04-12,2905.014348506877,2905.014323954642,2905.014373680421,15,3195.515783357565,9884.976470028232
Vitamix Blender,Hawassa,418,Beauty,2024-04-13,928.5100221057378,928.509996815941,928.5100476698528,15,1021.3610243163116,9884.976470028232
Vitamix Blender,Hawassa,418,Beauty,2024-04-14,1935.85928447273,1935.8592590064604,1935.8593104217896,15,2129.445212920003,9884.976470028232
Vitamix Blender,Hawassa,418,Beauty,2024-04-15,2160.808714864439,2160.808688829052,2160.808741638399,16,2376.8895863508833,16055.857316346646
Vitamix Blender,Hawassa,418,Beauty,2024-04-16,1344.1901491615672,1344.1901227282754,1344.1901763164467,16,1478.609164077724,16055.857316346646
Vitamix Blender,Hawassa,418,Beauty,2024-04-17,2912.562821465631,2912.5627938990046,2912.562849239632,16,3203.8191036121943,16055.857316346646
Vitamix Blender,Hawassa,418,Beauty,2024-04-18,1931.318239683484,1931.3182119277287,1931.318268127444,16,2124.450063651833,16055.857316346646
Vitamix Blender,Hawassa,418,Beauty,2024-04-19,3404.241462713844,3404.241434245319,3404.241491820014,16,3744.665608985229,16055.857316346646
Vitamix Blender,Hawassa,418,Beauty,2024-04-20,1086.6103687060536,1086.610339039957,1086.6103985590378,16,1195.271405576659,16055.857316346646
Vitamix Blender,Hawassa,418,Beauty,2024-04-21,1756.5021673564756,1756.5021374459827,1756.502197622637,16,1932.1523840921234,16055.857316346646
Vitamix Blender,Hawassa,418,Beauty,2024-04-22,1657.5888538347613,1657.5888232710622,1657.588884598675,17,1823.3477392182376,6722.9603328158355
Vitamix Blender,Hawassa,418,Beauty,2024-04-23,540.156041428947,540.1560104652009,540.1560727555191,17,594.1716455718417,6722.9603328158355
Vitamix Blender,Hawassa,418,Beauty,2024-04-24,1839.474268102306,1839.47423677469,1839.4743003229864,17,2023.4216949125369,6722.9603328158355
Vitamix Blender,Hawassa,418,Beauty,2024-04-25,628.6556682106868,628.6556359333923,628.6557010474704,17,691.5212350317555,6722.9603328158355
Vitamix Blender,Hawassa,418,Beauty,2024-04-26,1917.9967796999035,1917.996747193916,1917.9968133205637,17,2109.796457669894,6722.9603328158355
Vitamix Blender,Hawassa,418,Beauty,2024-05-03,663.2582736041657,663.2582359376952,663.258311693402,18,729.5841009645823,-3687.740260618079
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-06,441.6414296278324,441.6414296079073,441.6414296478,6,485.80557259061567,228.39816858839185
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-07,2772.77225101775,2772.772250998665,2772.7722510362846,6,3050.0494761195255,228.39816858839185
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-10,2002.965652406947,2002.9656523814467,2002.965652430806,6,2203.2622176476416,228.39816858839185
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-14,1793.721693211091,1793.721693139986,1793.7216932527,7,1973.0938625322003,-13954.762000305214
GoPro Hero 11,Dire Dawa,422,Automotive,2024-02-17,515.8567702025962,515.8567698871725,515.8567703744986,7,567.4424472228559,-13954.762000305214
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-01-28,357.94009451657337,357.940094238395,357.9400947798764,4,393.7341039682307,393.7341039682307
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-06,496.9084874781728,496.9084872002732,496.9084877596459,6,546.5993362259901,7162.788521399569
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-09,488.7885699414732,488.7885696663974,488.7885702290161,6,537.6674269356206,7162.788521399569
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-10,2429.683880522902,2429.683880254563,2429.6838808063058,6,2672.6522685751925,7162.788521399569
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-11,3096.2449906025145,3096.2449902974217,3096.2449909108827,6,3405.8694896627662,7162.788521399569
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-12,5002.343576133983,5002.343575789896,5002.343576491548,7,5502.577933747382,28793.780539103387
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-13,3429.169345987242,3429.1693456037437,3429.169346404082,7,3772.0862805859665,28793.780539103387
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-14,3127.292636297592,3127.292635819605,3127.2926368404715,7,3440.021899927351,28793.780539103387
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-16,3667.2043464123176,3667.204345656344,3667.204347130667,7,4033.92478105355,28793.780539103387
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-17,5569.295601003497,5569.2955999232745,5569.295602000101,7,6126.225161103847,28793.780539103387
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-18,6133.160866688831,6133.160865371245,6133.160867925614,7,6746.4769533577155,28793.780539103387
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-19,7872.436439663013,7872.436437799215,7872.436441171036,8,8659.680083629315,43396.09585158193
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-20,6069.32614210249,6069.326139861447,6069.326143930994,8,6676.258756312739,43396.09585158193
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-21,5476.6456668835135,5476.645664262647,5476.645668999598,8,6024.310233571865,43396.09585158193
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-22,1248.813816847234,1248.813813760342,1248.8138194033934,8,1373.6951985319574,43396.09585158193
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-23,5267.2093155701805,5267.2093120267255,5267.209318507368,8,5793.930247127199,43396.09585158193
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-24,6720.913830712193,6720.913826633467,6720.913833917946,8,7393.005213783413,43396.09585158193
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-25,6795.651016932217,6795.651012516845,6795.651020795077,8,7475.21611862544,43396.09585158193
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-26,8012.407838369832,8012.407833461835,8012.407842664666,9,8813.648622206816,31521.366272159114
Sony PlayStation 5,Dire Dawa,228,Beauty,2024-02-27,5661.422550229969,5661.422544821145,5661.422554879299,9,6227.564805252966,31521.366272159114
